,sale_id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition_build,sqft_above,sqft_basement,yr_built,yr_renovated
3129,3129,2.0,1.0,910,8155,1.0,0,0,4,910,0,1948,0
3130,3130,1.0,1.0,700,2500,1.0,0,0,4,700,0,1907,0
3131,3131,4.0,1.75,2420,37800,1.0,0,0,4,1880,540,1981,0
3132,3132,3.0,1.75,1950,8712,1.0,0,0,3,1950,0,1960,2012
3133,3133,4.0,2.5,3060,6000,2.0,0,0,3,3060,0,2012,1912
3134,3134,4.0,1.0,1390,18000,1.0,0,0,3,1390,0,1955,2013
3135,3135,2.0,1.5,1200,1687,3.0,0,0,3,1200,0,2008,0
3136,3136,3.0,2.5,2440,4153,2.0,0,0,3,2440,0,2003,0
3137,3137,3.0,3.25,2310,3075,2.0,0,0,3,1730,580,2005,0
3138,3138,3.0,2.75,2600,64626,1.5,0,0,3,2600,0,2009,0
3139,3139,3.0,2.25,1490,1212,2.0,0,0,3,1040,450,2011,0
3140,3140,3.0,2.5,2432,9391,2.0,0,2,3,2432,0,2005,0
3141,3141,4.0,2.75,3610,8580,2.0,0,0,3,3610,0,2014,0
3142,3142,4.0,3.0,2530,10000,2.0,0,0,3,2530,0,2013,1923
3143,3143,4.0,2.75,2790,5527,2.0,0,0,3,2790,0,2014,0
3144,3144,3.0,3.0,1670,4440,1.0,0,0,3,1670,0,2014,0
3145,3145,1.0,1.5,1170,1456,2.0,0,0,3,1070,100,2007,0
3146,3146,4.0,2.0,1350,942,3.0,0,0,3,1350,0,2008,0
3147,3147,2.0,1.75,1110,1773,2.0,0,0,3,1110,0,2014,0
3148,3148,1.0,1.25,1100,638,3.0,0,0,3,1100,0,2014,0
3149,3149,3.0,4.25,2820,7200,2.0,0,0,4,2460,360,1930,0
3150,3150,3.0,1.0,1040,8128,1.0,0,0,3,1040,0,1983,2009
3151,3151,2.0,1.75,1910,3376,2.0,0,0,3,1910,0,1980,0
3152,3152,4.0,1.0,1370,8499,1.0,0,0,3,1370,0,1949,1998
3153,3153,3.0,1.5,1500,5000,1.5,0,0,4,1140,360,1927,0
3154,3154,3.0,1.0,1200,9087,1.0,0,0,5,1200,0,1969,0
3155,3155,2.0,1.0,1050,2542,1.0,0,0,3,880,170,1904,0
3156,3156,5.0,2.5,2670,16777,1.5,0,0,4,1620,1050,1920,0
3157,3157,4.0,2.5,2190,11500,1.0,0,0,4,1430,760,1972,0
3158,3158,4.0,2.5,3130,40918,2.0,0,0,3,3130,0,1994,0
3159,3159,3.0,2.5,1700,9100,1.0,0,0,3,1160,540,1998,2006
3160,3160,3.0,1.75,1700,17355,1.0,0,0,3,1200,500,1978,0
3161,3161,3.0,3.5,1360,1275,2.0,0,0,3,1240,120,2007,0
3162,3162,3.0,2.0,1610,15005,1.0,0,0,4,1610,0,1986,0
3163,3163,5.0,2.75,2130,6222,1.0,0,0,3,1300,830,1991,0
3164,3164,3.0,1.0,1800,7650,1.0,0,0,5,1800,0,1957,0
3165,3165,4.0,2.75,2950,15540,1.0,0,0,4,2120,830,1974,0
3166,3166,3.0,2.25,2120,54014,2.0,0,0,4,2120,0,1964,0
3167,3167,4.0,2.5,3500,7048,2.0,0,0,3,3500,0,2005,0
3168,3168,3.0,2.0,1440,9220,1.0,0,0,3,1440,0,1965,1993
3169,3169,4.0,2.0,2120,3360,2.0,0,0,3,2120,0,1905,2010
3170,3170,2.0,2.5,1780,2067,2.0,0,0,5,1780,0,1974,0
3171,3171,2.0,1.0,960,8153,1.0,0,0,3,960,0,1947,2012
3172,3172,2.0,1.75,1510,4980,1.0,0,0,3,1510,0,2006,0
3173,3173,1.0,1.5,1010,5750,1.0,0,0,3,1010,0,1911,1948
3174,3174,3.0,3.0,3790,5001,2.0,0,0,3,2810,980,1989,0
3175,3175,3.0,1.75,3600,8666,2.0,0,0,4,2400,1200,1948,0
3176,3176,3.0,1.75,1300,7030,1.0,0,0,3,1300,0,1968,1997
3177,3177,4.0,2.25,2500,4046,1.5,0,0,4,1520,980,1940,2001
3178,3178,3.0,2.25,2090,10733,1.0,0,0,3,1440,650,1958,2004
3179,3179,3.0,1.75,2200,14630,1.5,0,1,3,2200,0,1948,2003
3180,3180,3.0,2.25,2070,15002,1.5,0,0,3,2070,0,1955,2013
3181,3181,3.0,1.0,1320,7341,1.0,0,0,3,1320,0,1982,0
3182,3182,4.0,2.0,1360,60548,1.0,0,0,3,960,400,1960,2012
3183,3183,2.0,1.0,930,7623,1.0,0,0,2,930,0,1942,0
3184,3184,3.0,2.5,1760,8584,1.5,0,0,5,1760,0,1937,0
3185,3185,3.0,1.75,1410,8100,2.0,0,0,3,1410,0,1985,0
3186,3186,4.0,2.5,2570,7859,2.0,0,0,3,2570,0,1992,0
3187,3187,3.0,2.75,1300,14197,1.0,0,0,3,860,440,1996,0
3188,3188,3.0,1.0,1580,6300,1.0,0,0,3,1180,400,1925,2002
3189,3189,4.0,2.5,2960,6031,2.0,0,0,3,2960,0,2005,0
3190,3190,4.0,3.0,2330,3497,2.0,0,0,3,1920,410,2003,0
3191,3191,4.0,2.25,2070,39446,1.0,0,0,3,1470,600,1977,2004
3192,3192,2.0,1.0,970,5750,1.0,0,0,4,970,0,1932,1958
3193,3193,3.0,2.25,2310,7200,2.0,0,0,3,2310,0,1990,2009
3194,3194,4.0,2.5,2290,11173,2.0,0,0,4,2290,0,1988,0
3195,3195,3.0,2.25,1720,9600,1.0,0,0,4,1220,500,1967,0
3196,3196,2.0,1.5,1190,3400,1.0,0,0,3,990,200,1919,2001
3197,3197,2.0,1.0,870,5750,1.0,0,0,4,870,0,1947,1988
3198,3198,2.0,1.5,1068,1758,2.0,0,0,3,1068,0,1990,2009
3199,3199,4.0,2.75,2140,10316,2.0,0,0,3,2140,0,1993,0
3200,3200,4.0,2.5,3300,165528,2.0,0,0,3,3300,0,1984,0
3201,3201,5.0,4.25,4830,8050,2.5,0,2,4,3710,1120,1914,1945
3202,3202,5.0,3.25,2820,6589,1.5,0,0,3,2320,500,1906,2014
3203,3203,4.0,3.0,2440,9664,2.0,0,0,3,1890,550,1981,2013
3204,3204,4.0,1.5,1800,3245,1.5,0,0,4,1800,0,1929,0
3205,3205,3.0,1.0,1010,8800,1.0,0,0,4,1010,0,1954,1979
3206,3206,4.0,2.75,3220,4392,1.5,0,0,4,2320,900,1931,0
3207,3207,5.0,3.5,5000,26540,2.0,0,3,3,3410,1590,2008,0
3208,3208,2.0,1.0,1200,24792,2.0,0,0,2,1200,0,1976,0
3209,3209,3.0,2.25,1470,4322,2.0,0,0,3,1470,0,1985,0
3210,3210,3.0,2.5,2600,4506,2.0,0,0,3,2600,0,2003,0
3211,3211,4.0,1.5,2750,128502,1.0,0,0,2,1500,1250,1958,0
3212,3212,2.0,1.0,1320,9967,1.0,0,0,3,940,380,1919,2001
3213,3213,3.0,2.5,3350,4007,2.0,0,0,3,2550,800,2005,0
3214,3214,3.0,2.5,2650,2387,2.0,0,0,3,1830,820,1920,1979
3215,3215,2.0,2.0,1860,10856,1.0,0,0,3,1260,600,1952,2008
3216,3216,3.0,1.0,960,8855,1.0,0,0,4,960,0,1958,1972
3217,3217,4.0,1.75,2010,6300,1.0,0,2,5,1610,400,1937,0
3218,3218,2.0,1.0,900,28800,1.0,0,0,1,900,0,1928,0
3219,3219,4.0,2.5,2340,11784,2.0,0,0,3,2340,0,1997,0
3220,3220,4.0,3.0,3720,15048,3.0,0,0,3,3720,0,1979,2014
3221,3221,3.0,2.0,1890,29185,1.0,0,0,3,1470,420,1949,2013
3222,3222,4.0,2.5,2680,12215,1.0,1,4,3,1590,1090,1956,2001
3223,3223,3.0,2.5,1460,1613,2.0,0,0,3,1180,280,2007,0
3224,3224,3.0,2.5,3180,7904,1.0,0,0,3,1810,1370,2006,0
3225,3225,4.0,2.25,1980,15086,2.0,0,0,3,1980,0,1981,2013
3226,3226,2.0,2.0,1090,934,3.0,0,0,3,1090,0,2008,0
3227,3227,4.0,2.5,2230,5970,2.0,0,0,4,2230,0,2002,0
3228,3228,4.0,2.75,3330,9143,2.0,0,0,4,3330,0,1995,0
3229,3229,4.0,2.0,1880,3840,1.0,0,0,3,970,910,1904,0
3230,3230,5.0,3.0,2870,5700,1.0,0,0,3,1950,920,1964,2000
3231,3231,4.0,1.75,2120,9786,1.0,0,0,3,1640,480,1967,2011
3232,3232,4.0,2.5,2700,6998,2.0,0,0,3,2700,0,2001,0
3233,3233,4.0,2.5,3670,7680,2.5,0,0,3,3670,0,2007,0
3234,3234,3.0,2.5,1220,1330,2.0,0,0,3,1010,210,2008,0
3235,3235,5.0,3.25,4390,11250,2.0,0,0,3,4390,0,2007,0
3236,3236,4.0,2.5,3560,5265,3.0,0,0,3,3560,0,2014,0
3237,3237,4.0,3.25,3530,8589,2.0,0,0,3,3530,0,2007,0
3238,3238,4.0,2.5,2280,5000,2.0,0,0,3,2280,0,2006,0
3239,3239,4.0,3.75,4350,7965,2.0,0,0,3,4350,0,2013,1923
3240,3240,3.0,3.5,3830,221284,2.0,0,0,3,3530,300,1993,0
3241,3241,3.0,2.0,2050,13303,1.0,0,0,3,2050,0,1993,0
3242,3242,3.0,2.5,3660,39478,2.0,0,2,4,3260,400,1989,0
3243,3243,4.0,2.5,3350,46748,2.0,0,0,3,3350,0,2004,2003
3244,3244,3.0,2.0,1270,3600,1.0,0,0,3,1270,0,1963,2008
3245,3245,4.0,3.5,3400,3850,2.5,0,0,3,2790,610,2008,0
3246,3246,3.0,1.0,1200,8514,1.0,0,0,3,1200,0,1959,1989
3247,3247,3.0,2.5,2200,11000,2.0,0,2,3,2200,0,1978,0
3248,3248,3.0,2.5,1680,11312,1.0,0,0,3,1080,600,1959,1989
3249,3249,5.0,3.5,3840,8279,2.0,0,0,3,3840,0,2001,0
3250,3250,2.0,1.0,950,4500,1.0,0,2,3,850,100,1926,2003
3251,3251,4.0,2.5,2280,42077,2.0,0,0,3,2280,0,1994,0
3252,3252,4.0,2.5,1970,6600,2.0,0,0,3,1970,0,1987,2000
3253,3253,3.0,1.5,1620,9310,1.0,0,0,4,1620,0,1967,0
3254,3254,4.0,2.5,2600,7200,2.0,0,0,3,2600,0,1962,2002
3255,3255,2.0,1.0,1250,3825,1.0,0,0,3,850,400,1929,0
3256,3256,4.0,1.75,2130,5080,1.5,0,0,3,2130,0,1914,1993
3257,3257,4.0,1.75,2550,8976,1.0,0,0,5,1300,1250,1978,0
3258,3258,3.0,1.0,1150,6000,1.5,0,0,3,1150,0,1927,2011
3259,3259,3.0,1.75,1040,9000,1.0,0,0,4,1040,0,1967,0
3260,3260,4.0,2.5,3340,10422,2.0,0,0,3,3340,0,1996,0
3261,3261,6.0,2.75,2630,9420,2.0,0,0,5,2510,120,1900,0
3262,3262,3.0,2.25,1640,3896,2.0,0,0,3,1640,0,1994,0
3263,3263,2.0,1.0,770,7906,1.0,0,0,4,770,0,1948,0
3264,3264,4.0,3.25,4350,112750,1.0,0,0,3,2200,2150,2006,0
3265,3265,4.0,1.75,1700,5846,1.0,0,0,3,1700,0,1957,2000
3266,3266,3.0,1.75,2050,9580,1.0,0,0,3,1400,650,1984,0
3267,3267,3.0,2.25,1660,5128,2.0,0,0,3,1660,0,2001,0
3268,3268,3.0,1.75,1990,9594,1.0,0,0,3,1190,800,1977,2004
3269,3269,5.0,5.5,7050,42840,1.0,0,2,4,4320,2730,1978,2000
3270,3270,3.0,2.0,1770,7000,1.0,0,0,3,1770,0,1986,0
3271,3271,3.0,2.25,2440,47916,2.0,0,0,3,2090,350,1991,0
3272,3272,3.0,2.5,2620,51354,2.0,0,0,3,2620,0,1998,2006
3273,3273,4.0,2.5,2440,11005,2.0,0,0,3,2440,0,1994,0
3274,3274,2.0,1.0,1080,7775,1.0,0,0,3,1080,0,1955,2005
3275,3275,3.0,1.0,1090,10710,1.0,0,0,4,1090,0,1962,0
3276,3276,3.0,1.75,1400,13775,1.0,0,0,3,1400,0,1963,2008
3277,3277,3.0,2.5,2010,7200,2.0,0,0,3,2010,0,1994,0
3278,3278,3.0,1.0,1640,12855,1.5,0,0,5,1500,140,1920,0
3279,3279,5.0,2.5,3290,5029,2.0,0,0,3,3290,0,2004,2003
3280,3280,2.0,2.5,2510,14878,2.0,0,0,3,2510,0,1990,2009
3281,3281,2.0,1.0,860,6050,1.0,0,0,3,860,0,1952,2008
3282,3282,4.0,2.5,2840,12866,1.0,0,0,4,1780,1060,1977,0
3283,3283,3.0,1.75,1750,7020,2.0,0,0,3,1750,0,1934,1978
3284,3284,3.0,1.5,1300,19163,1.0,0,0,3,1300,0,1964,2000
3285,3285,3.0,2.75,3890,7216,2.0,0,1,3,3260,630,1967,2010
3286,3286,3.0,2.25,1460,941,3.0,0,0,3,1460,0,2006,0
3287,3287,4.0,1.0,1410,3376,1.5,0,0,5,1410,0,1911,1984
3288,3288,4.0,2.75,3770,10900,2.0,0,2,5,3070,700,1924,1956
3289,3289,3.0,2.0,1190,4072,1.5,0,0,5,1190,0,1907,0
3290,3290,3.0,2.0,1410,6413,1.0,0,0,4,910,500,1947,1988
3291,3291,3.0,2.0,2500,4080,1.5,0,0,5,1680,820,1922,1956
3292,3292,2.0,1.0,800,2280,1.0,0,0,5,800,0,1946,0
3293,3293,3.0,2.5,2530,13446,2.0,0,0,3,2530,0,1993,0
3294,3294,3.0,2.0,2570,28500,1.0,0,0,3,1970,600,1983,2009
3295,3295,3.0,2.75,2090,9620,1.0,0,0,3,1340,750,1987,2000
3296,3296,5.0,2.25,2980,7781,1.0,0,0,3,1580,1400,1960,2012
3297,3297,3.0,1.75,1170,8239,1.0,0,0,3,1170,0,1981,2013
3298,3298,3.0,3.5,2080,5100,2.0,0,0,3,2080,0,2004,2003
3299,3299,5.0,3.25,3350,4000,2.0,0,0,4,2510,840,1997,0
3300,3300,2.0,2.5,1050,1029,2.0,0,0,3,950,100,2007,0
3301,3301,2.0,1.0,900,13531,1.0,0,0,3,900,0,1979,2014
3302,3302,2.0,1.0,1050,5000,1.0,0,0,5,1050,0,1907,0
3303,3303,5.0,2.25,3740,32481,1.5,0,0,3,2240,1500,1958,2004
3304,3304,4.0,1.75,1430,4096,2.0,0,0,3,1430,0,1900,2005
3305,3305,3.0,1.75,1400,9546,1.0,0,0,4,1400,0,1984,0
3306,3306,3.0,2.25,1600,45613,2.0,0,0,4,1600,0,1983,0
3307,3307,3.0,2.25,2880,9750,2.0,0,0,3,2880,0,1989,0
3308,3308,3.0,3.25,3140,5445,2.0,0,3,4,2240,900,1913,0
3309,3309,2.0,1.0,820,4320,1.0,0,0,3,820,0,1937,1999
3310,3310,5.0,5.5,5190,12637,2.0,0,2,3,5190,0,2001,0
3311,3311,4.0,2.5,2180,10140,1.0,0,0,4,1180,1000,1968,0
3312,3312,2.0,1.0,910,2002,1.5,0,0,3,910,0,1900,2005
3313,3313,4.0,1.0,1580,8475,1.5,0,2,4,1580,0,1928,0
3314,3314,4.0,3.0,2130,6325,1.0,0,0,5,1440,690,1948,1985
3315,3315,4.0,2.5,4570,16015,2.0,0,2,3,4570,0,1990,2009
3316,3316,3.0,2.0,1240,11172,1.0,0,0,3,1000,240,1984,0
3317,3317,3.0,1.75,1860,6000,2.0,0,2,4,1860,0,1959,0
3318,3318,1.0,0.75,370,1801,1.0,0,0,5,370,0,1923,0
3319,3319,5.0,3.25,3130,12087,2.0,0,0,3,2180,950,1975,0
3320,3320,3.0,1.75,2530,35150,1.0,0,0,4,1800,730,1977,0
3321,3321,4.0,4.75,3970,9778,2.0,0,2,4,3390,580,1928,0
3322,3322,3.0,2.25,1920,9680,1.0,0,0,4,1300,620,1961,2001
3323,3323,4.0,2.75,2970,12750,1.5,0,1,4,2130,840,1918,1986
3324,3324,4.0,2.5,2300,6087,2.0,0,0,3,2300,0,2001,0
3325,3325,4.0,2.5,1830,9601,2.0,0,0,3,1830,0,2003,0
3326,3326,4.0,1.5,1550,5053,1.0,0,0,4,1180,370,1963,0
3327,3327,4.0,3.5,4080,10666,2.0,0,0,3,4080,0,2005,0
3328,3328,3.0,2.25,1710,21485,2.0,0,0,3,1710,0,1989,0
3329,3329,3.0,2.5,2375,4094,2.0,0,0,3,2375,0,2002,0
3330,3330,4.0,2.75,2200,9778,1.0,0,0,4,1100,1100,1962,0
3331,3331,3.0,2.25,3530,17450,1.0,1,3,3,1840,1690,1930,1993
3332,3332,3.0,1.75,1110,9012,1.0,0,0,4,1110,0,1966,0
3333,3333,4.0,1.0,1630,2566,1.5,0,0,3,1630,0,1921,2000
3334,3334,4.0,1.5,2550,5055,2.0,0,0,4,2550,0,1910,0
3335,3335,4.0,2.25,2500,8866,2.0,0,0,4,2500,0,1987,0
3336,3336,4.0,3.0,2890,6885,1.0,0,0,3,1590,1300,1945,2013
3337,3337,4.0,1.75,1420,5000,1.5,0,0,4,1420,0,1945,0
3338,3338,4.0,3.5,4270,5800,2.0,0,3,5,3170,1100,1937,0
3339,3339,3.0,2.5,2390,1984,2.0,0,0,3,2220,170,2008,0
3340,3340,4.0,2.5,2530,5048,2.0,0,0,3,2530,0,2014,0
3341,3341,4.0,2.5,2701,4500,2.0,0,0,3,2701,0,2014,0
3342,3342,4.0,2.75,3990,6637,2.0,0,0,3,3990,0,2003,0
3343,3343,4.0,2.5,2303,3826,2.0,0,0,3,2303,0,2006,0
3344,3344,2.0,2.25,1540,965,3.0,0,0,3,1540,0,2007,0
3345,3345,3.0,2.5,1450,1053,2.0,0,0,3,940,510,2008,0
3346,3346,2.0,2.5,1160,1458,2.0,0,0,3,1040,120,2012,1912
3347,3347,4.0,2.75,2910,6334,2.0,0,0,3,2910,0,2013,1923
3348,3348,4.0,3.5,3770,8501,2.0,0,0,3,3770,0,2008,0
3349,3349,5.0,2.25,2900,10300,1.0,0,0,3,1450,1450,1985,0
3350,3350,3.0,1.75,1540,3000,1.0,0,2,3,770,770,1920,1979
3351,3351,2.0,1.0,700,3000,1.0,0,0,4,700,0,1918,1974
3352,3352,3.0,2.5,3280,10302,1.0,0,0,3,1680,1600,1970,2014
3353,3353,4.0,2.0,2430,8960,1.0,0,0,3,1430,1000,1960,2012
3354,3354,3.0,2.5,1900,7984,2.0,0,0,3,1900,0,1993,0
3355,3355,3.0,2.0,1660,15050,1.0,0,0,3,1260,400,1983,2009
3356,3356,4.0,2.0,1620,7992,2.0,0,0,4,1620,0,1975,0
3357,3357,4.0,2.0,2090,10800,1.0,0,0,4,2090,0,1951,1999
3358,3358,3.0,2.0,1110,7231,1.0,0,0,4,1110,0,1991,0
3359,3359,5.0,3.25,3760,9792,2.0,0,0,3,2550,1210,1984,0
3360,3360,3.0,2.25,2080,12134,1.0,0,0,4,1530,550,1973,0
3361,3361,4.0,2.25,1950,5950,1.0,0,0,3,1330,620,1947,2012
3362,3362,5.0,2.25,2570,13054,1.0,0,1,3,1470,1100,1950,1992
3363,3363,3.0,1.75,2330,12141,1.0,0,0,3,1390,940,1983,2009
3364,3364,3.0,3.0,3700,10375,2.0,0,0,3,3700,0,1982,0
3365,3365,3.0,2.25,1920,7738,1.0,0,0,3,1520,400,1965,1993
3366,3366,3.0,2.25,1900,3960,1.5,0,0,3,1200,700,1905,2010
3367,3367,4.0,1.75,1440,13296,1.0,0,0,4,1440,0,1967,0
3368,3368,4.0,2.25,2940,48788,1.0,0,0,5,1520,1420,1961,0
3369,3369,4.0,3.5,2500,3080,2.0,0,0,3,1810,690,2008,0
3370,3370,3.0,2.5,2490,23891,2.0,0,0,3,2490,0,1993,0
3371,3371,3.0,2.0,1470,10052,1.0,0,0,4,1470,0,1956,0
3372,3372,4.0,2.5,2120,4558,2.0,0,0,3,2120,0,2002,0
3373,3373,3.0,1.75,1200,24805,1.0,0,0,3,1200,0,1984,0
3374,3374,5.0,2.5,2450,6994,2.0,0,0,3,2450,0,2002,0
3375,3375,4.0,2.5,1780,6000,2.0,0,0,3,1780,0,1991,0
3376,3376,5.0,1.0,1590,6700,1.5,0,0,3,1090,500,1942,1999
3377,3377,4.0,2.0,2370,76665,2.0,0,0,4,2370,0,1978,2000
3378,3378,3.0,1.5,1760,4000,2.0,0,0,3,1760,0,1922,2008
3379,3379,4.0,3.0,1940,8170,1.0,0,0,4,1940,0,1948,0
3380,3380,4.0,3.0,3550,12327,1.5,0,0,4,2180,1370,1990,0
3381,3381,4.0,2.5,2050,5787,2.0,0,0,3,2050,0,2002,0
3382,3382,4.0,2.25,1680,3179,2.0,0,0,3,1680,0,2002,0
3383,3383,3.0,2.25,1320,1800,2.0,0,0,3,1320,0,1994,0
3384,3384,3.0,2.25,1550,5511,2.0,0,0,3,1550,0,1987,2000
3385,3385,3.0,1.75,2680,8625,1.0,0,0,5,1590,1090,1974,0
3386,3386,3.0,2.5,2390,34041,1.0,0,0,3,1840,550,1984,0
3387,3387,4.0,2.5,2040,7260,2.0,0,0,4,2040,0,1963,0
3388,3388,3.0,3.75,2670,6517,2.5,0,4,4,2020,650,1977,0
3389,3389,4.0,1.75,1880,3720,1.5,0,0,4,1880,0,1924,0
3390,3390,4.0,1.75,2400,7700,1.5,0,0,4,1500,900,1927,0
3391,3391,3.0,1.75,2270,11472,1.0,0,0,4,1370,900,1956,0
3392,3392,4.0,2.5,1850,5444,2.0,0,0,5,1850,0,1981,0
3393,3393,4.0,2.75,2160,5005,1.0,0,0,3,1430,730,1987,2000
3394,3394,2.0,1.0,2160,12960,1.0,0,0,3,1360,800,1968,1997
3395,3395,2.0,1.5,1570,3600,1.5,0,2,4,1320,250,1906,1990
3396,3396,3.0,2.0,1340,7200,1.5,0,0,4,1340,0,1923,0
3397,3397,4.0,2.5,3002,6042,2.0,0,0,3,3002,0,2004,2003
3398,3398,5.0,2.0,2190,9072,1.0,0,0,5,1110,1080,1965,0
3399,3399,4.0,1.75,2610,21600,1.0,0,0,4,2610,0,1966,0
3400,3400,2.0,1.0,1010,11919,1.0,0,0,3,1010,0,1947,2012
3401,3401,4.0,2.5,2105,6093,2.0,0,0,3,2105,0,2003,0
3402,3402,4.0,2.25,2430,4748,1.5,0,0,3,1630,800,1928,1954
3403,3403,4.0,3.25,4040,18916,1.0,0,0,4,4040,0,1954,1979
3404,3404,5.0,2.5,2160,7737,2.0,0,0,3,2160,0,1998,2006
3405,3405,2.0,1.0,900,9260,1.0,0,0,3,900,0,1946,0
3406,3406,3.0,3.0,1820,1641,3.0,0,0,3,1540,280,2006,0
3407,3407,4.0,2.0,2100,13468,1.0,0,0,5,1050,1050,1962,0
3408,3408,3.0,2.25,1520,7199,2.0,0,0,4,1520,0,1992,0
3409,3409,2.0,1.0,1310,7128,1.0,0,0,4,940,370,1980,0
3410,3410,4.0,2.5,2190,9880,1.0,0,0,4,1410,780,1979,0
3411,3411,5.0,2.5,2950,5500,1.5,0,0,5,1720,1230,1918,0
3412,3412,5.0,1.0,1870,7800,1.0,0,0,3,1580,290,1962,2003
3413,3413,3.0,3.5,4660,5500,2.0,0,4,5,3040,1620,1909,1988
3414,3414,3.0,2.5,1840,9900,1.0,0,0,3,1840,0,1978,0
3415,3415,2.0,2.5,3180,9400,2.0,0,4,5,2610,570,1985,0
3416,3416,2.0,1.0,1500,4000,1.0,0,0,3,1100,400,1933,0
3417,3417,3.0,1.75,1730,7416,1.5,0,0,3,1730,0,1954,2005
3418,3418,3.0,1.0,1580,7424,1.0,0,0,3,1010,570,1962,2003
3419,3419,4.0,2.5,1540,1870,2.0,0,0,3,1540,0,2014,0
3420,3420,4.0,3.5,3390,3979,2.0,0,0,3,2610,780,2014,0
3421,3421,2.0,1.5,830,1858,2.0,0,0,3,830,0,2005,0
3422,3422,4.0,2.75,2620,6178,2.0,0,0,3,2620,0,2013,1923
3423,3423,3.0,2.5,2242,4500,2.0,0,0,3,2242,0,2014,0
3424,3424,4.0,2.5,2890,7798,2.0,0,0,3,2890,0,2005,0
3425,3425,3.0,2.25,1450,4050,2.0,0,0,3,1450,0,2010,0
3426,3426,2.0,1.5,800,2119,2.0,0,0,3,800,0,2008,0
3427,3427,3.0,2.5,2280,2502,2.0,0,0,3,1880,400,2006,0
3428,3428,3.0,4.5,3850,62726,2.0,0,0,3,3120,730,2013,1923
3429,3429,5.0,2.5,2270,6300,2.0,0,0,3,2270,0,1995,0
3430,3430,3.0,2.5,2250,5692,2.0,0,0,3,2250,0,2000,0
3431,3431,4.0,1.75,2600,11325,1.0,0,0,4,1610,990,1969,0
3432,3432,4.0,2.0,2490,9525,2.0,0,0,5,2490,0,1968,0
3433,3433,4.0,2.5,3160,8281,2.0,0,0,4,3160,0,1995,0
3434,3434,4.0,4.25,4930,25714,2.0,0,0,3,4930,0,2005,0
3435,3435,3.0,1.0,1440,11250,1.0,0,0,3,1440,0,1967,2011
3436,3436,3.0,1.75,1770,8868,1.0,0,0,4,1770,0,1959,0
3437,3437,4.0,2.5,2300,6448,2.0,0,0,3,2300,0,2001,0
3438,3438,4.0,2.5,2980,16263,2.0,0,0,3,2980,0,1989,0
3439,3439,4.0,2.25,2230,7200,1.0,0,0,4,1300,930,1963,0
3440,3440,3.0,1.75,1830,7969,1.0,0,0,3,930,900,1950,2008
3441,3441,3.0,1.0,1740,10875,1.0,0,0,4,1020,720,1962,0
3442,3442,3.0,1.75,1530,6743,1.0,0,0,3,1410,120,1955,2005
3443,3443,3.0,1.5,1520,9041,1.0,0,0,4,1520,0,1954,1979
3444,3444,3.0,2.5,3230,5000,2.0,0,2,5,2430,800,1945,0
3445,3445,3.0,3.25,3620,4000,2.0,0,0,3,2730,890,2005,0
3446,3446,4.0,3.75,5070,60123,2.0,0,0,3,5070,0,2000,0
3447,3447,3.0,1.75,1570,8750,1.0,0,0,3,1570,0,1960,2012
3448,3448,4.0,1.75,2080,7200,1.0,0,0,4,1050,1030,1966,0
3449,3449,4.0,2.5,2230,8624,1.0,0,0,4,1430,800,1969,0
3450,3450,5.0,3.0,3420,18129,2.0,0,0,3,2540,880,1952,2005
3451,3451,8.0,2.75,2790,6695,1.0,0,0,3,1470,1320,1977,2004
3452,3452,4.0,2.5,3150,4203,2.0,0,0,3,3150,0,2002,0
3453,3453,4.0,3.25,3930,10929,2.0,0,0,3,3930,0,2006,0
3454,3454,5.0,3.0,2190,4900,2.0,0,0,5,1490,700,1940,0
3455,3455,4.0,2.5,1890,6962,2.0,0,0,3,1890,0,1997,0
3456,3456,4.0,2.0,1900,76877,1.0,0,0,3,1900,0,2004,2003
3457,3457,2.0,1.5,1930,3521,2.0,0,0,3,1930,0,1989,0
3458,3458,3.0,2.5,3316,11447,2.0,0,0,3,3316,0,1986,0
3459,3459,3.0,1.5,1380,4500,1.0,0,0,5,1380,0,1960,0
3460,3460,3.0,4.0,2080,2250,3.0,0,4,3,2080,0,1997,0
3461,3461,3.0,1.0,1240,5000,1.5,0,0,5,1240,0,1909,1988
3462,3462,3.0,1.0,1020,8610,1.0,0,0,5,1020,0,1959,0
3463,3463,3.0,2.0,2360,4800,2.0,0,0,3,2360,0,1909,2014
3464,3464,3.0,2.5,2780,33503,1.5,0,1,4,2110,670,1969,0
3465,3465,3.0,2.0,2300,13418,1.0,0,0,3,1430,870,1955,2005
3466,3466,4.0,2.5,2020,4350,2.0,0,0,5,1730,290,1943,0
3467,3467,5.0,1.75,1840,10453,1.0,0,2,3,1360,480,1948,1994
3468,3468,3.0,1.0,1390,4814,1.5,0,0,3,1390,0,1908,1988
3469,3469,4.0,2.25,2060,11385,1.0,0,0,4,1200,860,1962,0
3470,3470,4.0,2.75,2640,35070,1.5,0,0,3,2640,0,1963,2008
3471,3471,3.0,2.25,1980,10115,1.0,0,0,3,1980,0,1959,1989
3472,3472,3.0,1.5,1810,5080,1.0,0,0,3,1030,780,1958,2004
3473,3473,4.0,2.5,1700,9000,1.0,0,0,5,1700,0,1972,0
