,sale_id,street,city,statezip,country
3204,3204,2304 N 44th St,Seattle,WA 98103,USA
3205,3205,5968 44th Ave S,Seattle,WA 98118,USA
3206,3206,5720 Princeton Ave NE,Seattle,WA 98105,USA
3207,3207,4419 Ferncroft Rd,Mercer Island,WA 98040,USA
3208,3208,3009 W Ames Lake Dr NE,Redmond,WA 98053,USA
3209,3209,4327 242nd Pl SE,Issaquah,WA 98029,USA
3210,3210,14811 89th Pl NE,Kenmore,WA 98028,USA
3211,3211,18647 108th Ave SE,Renton,WA 98055,USA
3212,3212,3822 Martin Luther King Jr Way S,Seattle,WA 98108,USA
3213,3213,10068 NE 142nd Pl,Kirkland,WA 98034,USA
3214,3214,408 W Lee St,Seattle,WA 98119,USA
3215,3215,11263-11611 Beacon Ave S,Seattle,WA 98178,USA
3216,3216,137 NE 193rd St,Shoreline,WA 98155,USA
3217,3217,2827 43rd Ave W,Seattle,WA 98199,USA
3218,3218,8406 Railroad Ave,Snoqualmie,WA 98065,USA
3219,3219,24200-24498 144th Ave SE,Kent,WA 98042,USA
3220,3220,10218 147th Ave SE,Renton,WA 98059,USA
3221,3221,12933 SE 46th Ln,Bellevue,WA 98006,USA
3222,3222,18051 Normandy Terrace SW,Normandy Park,WA 98166,USA
3223,3223,6710 Alonzo Ave NW,Seattle,WA 98117,USA
3224,3224,2813 NE 4th Ct,Renton,WA 98056,USA
3225,3225,20703 NE 42nd Pl,Sammamish,WA 98074,USA
3226,3226,1700 Dexter Ave N,Seattle,WA 98109,USA
3227,3227,15731 SE 253rd Pl,Covington,WA 98042,USA
3228,3228,11217 NE 90th St,Kirkland,WA 98033,USA
3229,3229,1101 23rd Ave S,Seattle,WA 98144,USA
3230,3230,4520 Sunnyside Ave N,Seattle,WA 98103,USA
3231,3231,520 NW 201st Pl,Shoreline,WA 98177,USA
3232,3232,14911 57th Ave S,Tukwila,WA 98168,USA
3233,3233,2913 NE Davis Loop,Issaquah,WA 98029,USA
3234,3234,8354 11th Ave NW,Seattle,WA 98117,USA
3235,3235,8442 SE 36th St,Mercer Island,WA 98040,USA
3236,3236,17122 NE 117th St,Redmond,WA 98052,USA
3237,3237,10815 110th Ave NE,Kirkland,WA 98033,USA
3238,3238,27019 228th Pl SE,Maple Valley,WA 98038,USA
3239,3239,2000-2098 102nd Ave NE,Bellevue,WA 98004,USA
3240,3240,18810 236th Ave NE,Woodinville,WA 98077,USA
3241,3241,37128 19th Way S,Federal Way,WA 98003,USA
3242,3242,27699 SE 401st St,Enumclaw,WA 98022,USA
3243,3243,28815 237th Pl SE,Black Diamond,WA 98010,USA
3244,3244,2709 E Marion St,Seattle,WA 98122,USA
3245,3245,2303 E Valley St,Seattle,WA 98112,USA
3246,3246,1419 Farrelly St,Enumclaw,WA 98022,USA
3247,3247,1430-1920 W Lake Sammamish Pkwy SE,Bellevue,WA 98008,USA
3248,3248,10843-10857 8th Ave SW,Seattle,WA 98146,USA
3249,3249,21033 SE 5th St,Sammamish,WA 98074,USA
3250,3250,4024 Phinney Ave N,Seattle,WA 98103,USA
3251,3251,19901-19999 SE 290th Pl,Kent,WA 98042,USA
3252,3252,28206 130th Ave SE,Kent,WA 98030,USA
3253,3253,17459 SE 262nd St,Covington,WA 98042,USA
3254,3254,9041 49th Ave NE,Seattle,WA 98115,USA
3255,3255,7031 18th Ave NW,Seattle,WA 98117,USA
3256,3256,2572 5th Ave W,Seattle,WA 98119,USA
3257,3257,19254 121st Pl SE,Kent,WA 98031,USA
3258,3258,227 W 2nd St,North Bend,WA 98045,USA
3259,3259,425-445 Mt Defiance Cir SW,Issaquah,WA 98027,USA
3260,3260,10640 NE 46th St,Kirkland,WA 98033,USA
3261,3261,5529 Wallingford Ave N,Seattle,WA 98103,USA
3262,3262,4235 250th Pl SE,Issaquah,WA 98029,USA
3263,3263,834 NE 189th St,Shoreline,WA 98155,USA
3264,3264,6407 282nd Ave SE,Issaquah,WA 98027,USA
3265,3265,4003 W Emerson St,Seattle,WA 98199,USA
3266,3266,22607 NE 14th Dr,Sammamish,WA 98074,USA
3267,3267,278th Ave NE,Duvall,WA 98019,USA
3268,3268,15311 NE 62nd Ct,Redmond,WA 98052,USA
3269,3269,1365 91st Ave NE,Clyde Hill,WA 98004,USA
3270,3270,30027 58th Pl S,Auburn,WA 98001,USA
3271,3271,3036 E Ames Lake Dr NE,Redmond,WA 98053,USA
3272,3272,23337 NE 138th Way,Woodinville,WA 98077,USA
3273,3273,12219 SE 80th Way,Newcastle,WA 98056,USA
3274,3274,6439 Marshall Ave SW,Seattle,WA 98136,USA
3275,3275,1048 Redmond Ave NE,Renton,WA 98056,USA
3276,3276,6217 NE 156th St,Kenmore,WA 98028,USA
3277,3277,8818 NE 150th St,Kenmore,WA 98028,USA
3278,3278,720 96th Ave NE,Bellevue,WA 98004,USA
3279,3279,3602 212th Pl SE,Sammamish,WA 98075,USA
3280,3280,17221 102nd Ave NE,Bothell,WA 98011,USA
3281,3281,3818 53rd Ave SW,Seattle,WA 98116,USA
3282,3282,3200 130th Ave NE,Bellevue,WA 98005,USA
3283,3283,30734 229th Pl SE,Black Diamond,WA 98010,USA
3284,3284,14011 NE 71st Pl,Redmond,WA 98052,USA
3285,3285,5226 S Morgan St,Seattle,WA 98118,USA
3286,3286,11707 Greenwood Ave N,Seattle,WA 98133,USA
3287,3287,621 NW 44th St,Seattle,WA 98107,USA
3288,3288,3333 S Plum St,Seattle,WA 98144,USA
3289,3289,8301-8399 47th Ave S,Seattle,WA 98118,USA
3290,3290,7264 27th Ave NE,Seattle,WA 98115,USA
3291,3291,922 N 72nd St,Seattle,WA 98103,USA
3292,3292,4235 4th Ave NW,Seattle,WA 98107,USA
3293,3293,28219 NE 149th Pl,Duvall,WA 98019,USA
3294,3294,15031 NE 144th St,Redmond,WA 98052,USA
3295,3295,36529 2nd Ave SW,Federal Way,WA 98023,USA
3296,3296,4531 NE 106th St,Seattle,WA 98125,USA
3297,3297,26118 189th Ct SE,Covington,WA 98042,USA
3298,3298,28121 Maple Ridge Way SE,Maple Valley,WA 98038,USA
3299,3299,4776 34th Ave NE,Seattle,WA 98105,USA
3300,3300,101-115 26th Ave,Seattle,WA 98122,USA
3301,3301,102-1/2 5th Ave SW,Pacific,WA 98047,USA
3302,3302,5609 9th Ave NW,Seattle,WA 98107,USA
3303,3303,22835 16th Ave S,Des Moines,WA 98198,USA
3304,3304,216 20th Ave,Seattle,WA 98122,USA
3305,3305,230 S 317th Pl,Federal Way,WA 98003,USA
3306,3306,17120 166th Pl NE,Woodinville,WA 98072,USA
3307,3307,16614 SE 50th Pl,Bellevue,WA 98006,USA
3308,3308,471 Wheeler St,Seattle,WA 98109,USA
3309,3309,9852 20th Ave SW,Seattle,WA 98106,USA
3310,3310,6525 Cascade Ave SE,Snoqualmie,WA 98065,USA
3311,3311,9003 172nd Ave NE,Redmond,WA 98052,USA
3312,3312,100 20th Ave E,Seattle,WA 98112,USA
3313,3313,10041 64th Ave S,Seattle,WA 98178,USA
3314,3314,4002 50th Ave SW,Seattle,WA 98116,USA
3315,3315,1630 204th Pl NE,Sammamish,WA 98074,USA
3316,3316,3027 230th Pl NE,Sammamish,WA 98074,USA
3317,3317,3450 S King St,Seattle,WA 98144,USA
3318,3318,2508 NW 67th St,Seattle,WA 98117,USA
3319,3319,265 Almak Ct NW,Issaquah,WA 98027,USA
3320,3320,16621 SE 235th St,Kent,WA 98042,USA
3321,3321,1323 Willard Ave W,Seattle,WA 98119,USA
3322,3322,10904 SE 212th St,Kent,WA 98031,USA
3323,3323,9563 NE 1st St,Bellevue,WA 98004,USA
3324,3324,2309 Aberdeen Ave NE,Renton,WA 98056,USA
3325,3325,27619 245th Ave SE,Maple Valley,WA 98038,USA
3326,3326,4702 S Juneau St,Seattle,WA 98118,USA
3327,3327,8950 237th Pl NE,Redmond,WA 98053,USA
3328,3328,1022 215th Ave NE,Sammamish,WA 98074,USA
3329,3329,6248 189th Pl NE,Redmond,WA 98052,USA
3330,3330,12241 SE 62nd St,Bellevue,WA 98006,USA
3331,3331,7436 E Mercer Way,Mercer Island,WA 98040,USA
3332,3332,5321-5327 156th Dr NE,Redmond,WA 98052,USA
3333,3333,1819-1827 25th Ave,Seattle,WA 98122,USA
3334,3334,1901 25th Ave E,Seattle,WA 98112,USA
3335,3335,14586 NE 58th St,Bellevue,WA 98007,USA
3336,3336,6516 43rd Ave NE,Seattle,WA 98115,USA
3337,3337,3027 NW 67th St,Seattle,WA 98117,USA
3338,3338,3017 42nd Ave W,Seattle,WA 98199,USA
3339,3339,329 NE Eagle Way,Issaquah,WA 98029,USA
3340,3340,27416 208th Ave SE,Maple Valley,WA 98038,USA
3341,3341,5535 Elaine Ave SE,Auburn,WA 98092,USA
3342,3342,9342 221st PI NE,Redmond,WA 98053,USA
3343,3343,13328 SE 308 Ct,Auburn,WA 98092,USA
3344,3344,1816 11th Ave,Seattle,WA 98122,USA
3345,3345,1406B NW 64th St,Seattle,WA 98107,USA
3346,3346,2067 Gilman Dr W,Seattle,WA 98119,USA
3347,3347,1141 SE 11th St,North Bend,WA 98045,USA
3348,3348,104 6th St S,Kirkland,WA 98033,USA
3349,3349,14301-14399 SE 63rd St,Bellevue,WA 98006,USA
3350,3350,6528 3rd Ave NW,Seattle,WA 98117,USA
3351,3351,929 N 77th St,Seattle,WA 98103,USA
3352,3352,3842 NE 92nd St,Seattle,WA 98115,USA
3353,3353,8019 S 117th St,Seattle,WA 98178,USA
3354,3354,Tolt Pipeline Trail,Bothell,WA 98011,USA
3355,3355,13417 110th Pl NE,Kirkland,WA 98034,USA
3356,3356,23109 125th Ave SE,Kent,WA 98031,USA
3357,3357,3738 86th Ave SE,Mercer Island,WA 98040,USA
3358,3358,22124 112th Pl SE,Kent,WA 98031,USA
3359,3359,4412 170th Ave SE,Bellevue,WA 98006,USA
3360,3360,2408 178th Ave NE,Redmond,WA 98052,USA
3361,3361,2220 5th Ave N,Seattle,WA 98109,USA
3362,3362,1316 SW 172nd St,Normandy Park,WA 98166,USA
3363,3363,14506 NE 184th Pl,Woodinville,WA 98072,USA
3364,3364,3309 S 194th St,SeaTac,WA 98188,USA
3365,3365,249 S 163rd Pl,Burien,WA 98148,USA
3366,3366,1121 27th Ave,Seattle,WA 98122,USA
3367,3367,10208 NE 26th St,Bellevue,WA 98004,USA
3368,3368,15611 72nd Ave NE,Kenmore,WA 98028,USA
3369,3369,7928 150th Ct NE,Redmond,WA 98052,USA
3370,3370,23203 NE 78th Way,Redmond,WA 98053,USA
3371,3371,13341 12th Ave NE,Seattle,WA 98125,USA
3372,3372,23834 SE 248th Pl,Maple Valley,WA 98038,USA
3373,3373,10858 SE 200th St,Kent,WA 98031,USA
3374,3374,11207 SE 272nd Pl,Kent,WA 98030,USA
3375,3375,2401-2499 S 244th St,Des Moines,WA 98198,USA
3376,3376,10626 12th Ave SW,Seattle,WA 98146,USA
3377,3377,35516 44th Ave S,Auburn,WA 98001,USA
3378,3378,2314 10th Ave E,Seattle,WA 98102,USA
3379,3379,15022 25th Ave NE,Shoreline,WA 98155,USA
3380,3380,17325 102nd Ave NE,Bothell,WA 98011,USA
3381,3381,1327 S 277th Pl,Des Moines,WA 98198,USA
3382,3382,11631 SE 308th Pl,Auburn,WA 98092,USA
3383,3383,3404 E Cherry St,Seattle,WA 98122,USA
3384,3384,10600-10650 117th Pl NE,Kirkland,WA 98033,USA
3385,3385,100 Mt Si Pl NW,Issaquah,WA 98027,USA
3386,3386,27622 195th Ave SE,Kent,WA 98042,USA
3387,3387,15320 Corliss Pl N,Shoreline,WA 98133,USA
3388,3388,3741 Belvidere Ave SW,Seattle,WA 98126,USA
3389,3389,15 Raye St,Seattle,WA 98109,USA
3390,3390,2148 N 115th St,Seattle,WA 98133,USA
3391,3391,10514 14th Ave NW,Seattle,WA 98177,USA
3392,3392,13617 135th Ave NE,Kirkland,WA 98034,USA
3393,3393,9417 25th Ave NE,Seattle,WA 98115,USA
3394,3394,14717 58th Ave S,Tukwila,WA 98168,USA
3395,3395,1922 5th Ave W,Seattle,WA 98119,USA
3396,3396,4714 54th Ave S,Seattle,WA 98118,USA
3397,3397,11619 SE 200th St,Kent,WA 98031,USA
3398,3398,14314 NE 72nd St,Redmond,WA 98052,USA
3399,3399,1509 85th Ave NE,Clyde Hill,WA 98004,USA
3400,3400,16036 6th Ave NE,Shoreline,WA 98155,USA
3401,3401,27631-27699 145th Pl SE,Kent,WA 98042,USA
3402,3402,1503 45th Ave SW,Seattle,WA 98116,USA
3403,3403,7623 Overlake Dr W,Medina,WA 98039,USA
3404,3404,7001 Autumn Ave SE,Snoqualmie,WA 98065,USA
3405,3405,219 NW 56th St,Seattle,WA 98107,USA
3406,3406,10 W Etruria St,Seattle,WA 98119,USA
3407,3407,11719 33rd Pl NE,Seattle,WA 98125,USA
3408,3408,23017 SE 281st Ct,Maple Valley,WA 98038,USA
3409,3409,11414 SE 230th Pl,Kent,WA 98031,USA
3410,3410,11607 NE 103rd Pl,Kirkland,WA 98033,USA
3411,3411,2739 31st Ave S,Seattle,WA 98144,USA
3412,3412,903 S 101st St,Seattle,WA 98168,USA
3413,3413,2826 10th Ave E,Seattle,WA 98102,USA
3414,3414,300 142nd Ave NE,Bellevue,WA 98007,USA
3415,3415,4631 Somerset Ave SE,Bellevue,WA 98006,USA
3416,3416,2401-2599 Lorentz Pl N,Seattle,WA 98109,USA
3417,3417,18010 N Park Pl N,Shoreline,WA 98133,USA
3418,3418,12633 SE 158th St,Renton,WA 98058,USA
3419,3419,2520 Mulberry Walk NE,Issaquah,WA 98029,USA
3420,3420,3906 W Briarcliff Ln,Seattle,WA 98199,USA
3421,3421,2300 14th Ave S,Seattle,WA 98144,USA
3422,3422,996 SE 12th St,North Bend,WA 98045,USA
3423,3423,Bennett Ave SE,Auburn,WA 98092,USA
3424,3424,15941 SE Cougar Mountain Way,Bellevue,WA 98006,USA
3425,3425,26133 242nd Ave SE,Maple Valley,WA 98038,USA
3426,3426,5257 23rd Ave SW,Seattle,WA 98106,USA
3427,3427,561 Mountain View Ln NW,Issaquah,WA 98027,USA
3428,3428,21101-21199 NE 78th St,Redmond,WA 98053,USA
3429,3429,12840 SE 307th Pl,Auburn,WA 98092,USA
3430,3430,10010 37th Ave SW,Seattle,WA 98146,USA
3431,3431,23030 100th Ave SE,Kent,WA 98031,USA
3432,3432,4558 91st Ave SE,Mercer Island,WA 98040,USA
3433,3433,709 7th St S,Kirkland,WA 98033,USA
3434,3434,32805 145th Pl SE,Auburn,WA 98092,USA
3435,3435,1901 Shattuck Ave S,Renton,WA 98055,USA
3436,3436,1201-1215 O St NE,Auburn,WA 98002,USA
3437,3437,24612 102nd Pl SE,Kent,WA 98030,USA
3438,3438,6410 141st Ave SE,Bellevue,WA 98006,USA
3439,3439,2357 N 187th St,Shoreline,WA 98133,USA
3440,3440,306 S 15th St,Renton,WA 98055,USA
3441,3441,4035 S 150th St,Tukwila,WA 98188,USA
3442,3442,4931 SW Forney St,Seattle,WA 98116,USA
3443,3443,9530 NE 5th St,Bellevue,WA 98004,USA
3444,3444,2431 NW Neptune Pl,Seattle,WA 98117,USA
3445,3445,3505 W McGraw St,Seattle,WA 98199,USA
3446,3446,5725 251st Ct NE,Redmond,WA 98053,USA
3447,3447,17820 1st Avenue South,Burien,WA 98148,USA
3448,3448,4114 S 294th St,Auburn,WA 98001,USA
3449,3449,14021 NE 62nd St,Redmond,WA 98052,USA
3450,3450,7657-7801 E Mercer Way,Mercer Island,WA 98040,USA
3451,3451,17512 Corliss Ave N,Shoreline,WA 98133,USA
3452,3452,9714 132nd Ave NE,Kirkland,WA 98033,USA
3453,3453,10924 NE 18th Pl,Bellevue,WA 98004,USA
3454,3454,8314 Jones Ave NW,Seattle,WA 98117,USA
3455,3455,30021 114th Way SE,Auburn,WA 98092,USA
3456,3456,17116 SE Covington Sawyer Rd,Kent,WA 98042,USA
3457,3457,78 145th Pl SE,Bellevue,WA 98007,USA
3458,3458,33247-33248 2nd Pl SW,Federal Way,WA 98023,USA
3459,3459,2719 63rd Ave SE,Mercer Island,WA 98040,USA
3460,3460,4326 Greenwood Ave N,Seattle,WA 98103,USA
3461,3461,820 NW 64th St,Seattle,WA 98107,USA
3462,3462,3704 NE 9th Ct,Renton,WA 98056,USA
3463,3463,1242 15th Ave E,Seattle,WA 98112,USA
3464,3464,2800-2998 194th Ave SE,Sammamish,WA 98075,USA
3465,3465,335-345 105th Ave SE,Bellevue,WA 98004,USA
3466,3466,4109 W Bertona St,Seattle,WA 98199,USA
3467,3467,2716 SW 170th St,Burien,WA 98166,USA
3468,3468,8116 8th Ave NE,Seattle,WA 98115,USA
3469,3469,2152 SW 323rd St,Federal Way,WA 98023,USA
3470,3470,19803 121st Ave SE,Kent,WA 98031,USA
3471,3471,3060 124th Ave NE,Bellevue,WA 98005,USA
3472,3472,7321 39th Ave NE,Seattle,WA 98115,USA
3473,3473,14214 81st Ave NE,Kirkland,WA 98034,USA
3474,3474,7943 13th Ave SW,Seattle,WA 98106,USA
3475,3475,1820 38th Ave E,Seattle,WA 98112,USA
3476,3476,9126 45th Ave SW,Seattle,WA 98136,USA
3477,3477,3323-3325 33rd Ave SW,Seattle,WA 98126,USA
3478,3478,1610 N 185th St,Shoreline,WA 98133,USA
3479,3479,2808 120th Ave NE,Bellevue,WA 98005,USA
3480,3480,16674 SE 17th St,Bellevue,WA 98008,USA
3481,3481,10740 Stone Ave N,Seattle,WA 98133,USA
3482,3482,10828 157th Ave NE,Redmond,WA 98052,USA
3483,3483,9257 7th Ave NW,Seattle,WA 98117,USA
3484,3484,22412 SE 243rd St,Maple Valley,WA 98038,USA
3485,3485,749 1st Ave N,Kent,WA 98032,USA
3486,3486,409 20th Ave,Kirkland,WA 98033,USA
3487,3487,17612 NE 30th Pl,Redmond,WA 98052,USA
3488,3488,10723 NE 189th St,Bothell,WA 98011,USA
3489,3489,455 S 190th St,Burien,WA 98148,USA
3490,3490,3405 SW Seola Ln,Seattle,WA 98146,USA
3491,3491,3914 88th Ave SE,Mercer Island,WA 98040,USA
3492,3492,3433 21st Ave W,Seattle,WA 98199,USA
3493,3493,409 Pasco Pl NE,Renton,WA 98059,USA
3494,3494,7102 Curtis Dr SE,Snoqualmie,WA 98065,USA
3495,3495,3644 Phinney Ave N,Seattle,WA 98103,USA
3496,3496,1018 NE 96th St,Seattle,WA 98115,USA
3497,3497,932-968 NE High St,Issaquah,WA 98029,USA
3498,3498,5350 NE 16th St,Renton,WA 98059,USA
3499,3499,6410 E Mercer Way,Mercer Island,WA 98040,USA
3500,3500,14012 163rd Pl SE,Renton,WA 98059,USA
3501,3501,619 9th Ave,Kirkland,WA 98033,USA
3502,3502,769-821 Big Tree Dr NW,Issaquah,WA 98027,USA
3503,3503,124 NE 60th St,Seattle,WA 98115,USA
3504,3504,1987 Shenandoah Dr E,Seattle,WA 98112,USA
3505,3505,4222 NE 72nd St,Seattle,WA 98115,USA
3506,3506,14301 Wallingford Ave N,Seattle,WA 98133,USA
3507,3507,2841 13th Ave W,Seattle,WA 98119,USA
3508,3508,1730 Walnut Ave SW,Seattle,WA 98116,USA
3509,3509,13547 104th Pl NE,Kirkland,WA 98034,USA
3510,3510,9622 242nd Way NE,Redmond,WA 98053,USA
3511,3511,3825 NE 117th St,Seattle,WA 98125,USA
3512,3512,19415 SE 342nd St,Auburn,WA 98092,USA
3513,3513,2108 NE 54th St,Seattle,WA 98105,USA
3514,3514,205 SW Gibson Ln,Issaquah,WA 98027,USA
3515,3515,16327 Inglewood Pl NE,Kenmore,WA 98028,USA
3516,3516,214 SW 305th St,Federal Way,WA 98023,USA
3517,3517,8612 8th Ave NE,Seattle,WA 98115,USA
3518,3518,200 E Lake Sammamish Pkwy NE,Sammamish,WA 98074,USA
3519,3519,8222 16th Ave NE,Seattle,WA 98115,USA
3520,3520,18096-18162 NE 143rd Pl,Woodinville,WA 98072,USA
3521,3521,14717 245th Ave SE,Issaquah,WA 98027,USA
3522,3522,2847 NW 70th St,Seattle,WA 98117,USA
3523,3523,17237 129th Ave SE,Renton,WA 98058,USA
3524,3524,305 158th Pl SE,Bellevue,WA 98008,USA
3525,3525,8631 17th Ave SW,Seattle,WA 98106,USA
3526,3526,3714 S 128th St,Tukwila,WA 98168,USA
3527,3527,12750 27th Ave NE,Seattle,WA 98125,USA
3528,3528,2424 109th Ave SE,Bellevue,WA 98004,USA
3529,3529,33724 27th Pl SW,Federal Way,WA 98023,USA
3530,3530,Nuthatch Trail,Redmond,WA 98053,USA
3531,3531,10203 42nd Ave SW,Seattle,WA 98146,USA
3532,3532,1625 SW 351st St,Federal Way,WA 98023,USA
3533,3533,1831 NE 29th Ct,Renton,WA 98056,USA
3534,3534,5608 NE 204th St,Kenmore,WA 98028,USA
3535,3535,1708 Franklin St,Enumclaw,WA 98022,USA
3536,3536,9047 4th Ave S,Seattle,WA 98108,USA
3537,3537,17722 199th Ave NE,Woodinville,WA 98077,USA
3538,3538,1937 10th Ave W,Seattle,WA 98119,USA
3539,3539,309 NW 89th St,Seattle,WA 98117,USA
3540,3540,814 20th Ave S,Seattle,WA 98144,USA
3541,3541,22447 NE 9th Dr,Sammamish,WA 98074,USA
3542,3542,12226 Phinney Ave N,Seattle,WA 98133,USA
3543,3543,14543 86th Pl NE,Kenmore,WA 98028,USA
3544,3544,5412 6th Ave NW,Seattle,WA 98107,USA
3545,3545,16725 NE 42nd Ct,Redmond,WA 98052,USA
3546,3546,16016 Burke Ave N,Shoreline,WA 98133,USA
3547,3547,6201 147th Ct NE,Redmond,WA 98052,USA
3548,3548,4117 211th Pl NE,Sammamish,WA 98074,USA
3549,3549,17002 SE 14th Ln,Bellevue,WA 98008,USA
3550,3550,880 Monroe Ave NE,Renton,WA 98056,USA
3551,3551,2101-2499 NW Stoney Creek Dr,Issaquah,WA 98027,USA
3552,3552,4052 41st Ave SW,Seattle,WA 98116,USA
3553,3553,23105 Marine View Dr S,Des Moines,WA 98198,USA
3554,3554,12608 NE 134th Pl,Kirkland,WA 98034,USA
3555,3555,2601-2667 Alpine St SE,Auburn,WA 98002,USA
3556,3556,1107 216th Ave NE,Sammamish,WA 98074,USA
3557,3557,8240 Fairway Dr NE,Seattle,WA 98115,USA
3558,3558,37927 SE 82nd Pl,Snoqualmie,WA 98065,USA
3559,3559,6950 93rd Ave SE,Mercer Island,WA 98040,USA
3560,3560,7502 132nd Ave NE,Kirkland,WA 98033,USA
3561,3561,7621 Orchard Ave SE,Snoqualmie,WA 98065,USA
3562,3562,2900-2998 Fairmount Ave SW,Seattle,WA 98116,USA
3563,3563,3209 S Charles St,Seattle,WA 98144,USA
3564,3564,16527 191st Pl NE,Woodinville,WA 98072,USA
3565,3565,8511 170th Ct NE,Redmond,WA 98052,USA
3566,3566,1605 21st St NE,Auburn,WA 98002,USA
3567,3567,1019 S 22nd Ct,Renton,WA 98055,USA
3568,3568,955 11th Ct SW,North Bend,WA 98045,USA
3569,3569,24312 226th Ave SE,Maple Valley,WA 98038,USA
3570,3570,410 Wheeler St,Seattle,WA 98109,USA
3571,3571,21837 NE 102nd St,Redmond,WA 98053,USA
3572,3572,22701 NE 57th Ct,Redmond,WA 98053,USA
3573,3573,1512 10th Ct NW,Auburn,WA 98001,USA
3574,3574,22736 129th Pl SE,Kent,WA 98031,USA
3575,3575,14020 Meridian Ave N,Seattle,WA 98133,USA
3576,3576,1273 NE Hickory Ln,Issaquah,WA 98029,USA
3577,3577,12341 10th Pl NE,Seattle,WA 98125,USA
3578,3578,2000 Yale Ave E,Seattle,WA 98102,USA
3579,3579,3440 NE Marion Ln,Issaquah,WA 98029,USA
3580,3580,25828 243rd Ave SE,Maple Valley,WA 98038,USA
3581,3581,2252 NW 62nd St,Seattle,WA 98107,USA
3582,3582,186 34th Ave E,Seattle,WA 98112,USA
3583,3583,2900-2948 S Irving St,Seattle,WA 98144,USA
3584,3584,5221 NE 7th Pl,Renton,WA 98059,USA
3585,3585,4424-4438 Martin Luther King Jr Way S,Seattle,WA 98108,USA
3586,3586,15910 SE 42nd Pl,Bellevue,WA 98006,USA
3587,3587,848 NE 67th St,Seattle,WA 98115,USA
3588,3588,3004 211th Ave NE,Sammamish,WA 98074,USA
3589,3589,18125 Brittany Dr SW,Normandy Park,WA 98166,USA
3590,3590,18719 129th Ct NE,Bothell,WA 98011,USA
3591,3591,4820 12th Ave S,Seattle,WA 98108,USA
3592,3592,2828 277th Terrace SE,Sammamish,WA 98075,USA
3593,3593,27840 38th Pl S,Auburn,WA 98001,USA
3594,3594,17308 167th Ave NE,Woodinville,WA 98072,USA
3595,3595,14921 SE Auburn-Black Diamond Rd,Auburn,WA 98092,USA
3596,3596,2536 S 365th Pl,Federal Way,WA 98003,USA
3597,3597,26007 SE 27th St,Sammamish,WA 98075,USA
3598,3598,419 25th Ave E,Seattle,WA 98112,USA
3599,3599,43719 SE 142nd St,North Bend,WA 98045,USA
3600,3600,24119 SE 18th Pl,Sammamish,WA 98075,USA
3601,3601,27125-27131 SE 175th Pl,Issaquah,WA 98027,USA
3602,3602,14211 SE 37th St,Bellevue,WA 98006,USA
3603,3603,26th Ave SW,Federal Way,WA 98023,USA
3604,3604,13820 NE 72nd Pl,Redmond,WA 98052,USA
3605,3605,17213 NE 32nd St,Redmond,WA 98052,USA
3606,3606,2342 N 60th St,Seattle,WA 98103,USA
3607,3607,5401 S Fletcher St,Seattle,WA 98118,USA
3608,3608,17052 34th Ave S,SeaTac,WA 98188,USA
3609,3609,3312 181st Pl NE,Redmond,WA 98052,USA
3610,3610,30221 8th Ave S,Federal Way,WA 98003,USA
3611,3611,4149-4399 19th Ave SW,Seattle,WA 98106,USA
3612,3612,9526 S 221st Pl,Kent,WA 98031,USA
3613,3613,11520 36th Ave NE,Seattle,WA 98125,USA
3614,3614,1012 Lynnwood Ave NE,Renton,WA 98056,USA
3615,3615,4519 33rd Ave S,Seattle,WA 98118,USA
3616,3616,3063-3103 84th Ave SE,Mercer Island,WA 98040,USA
3617,3617,2520 Mulberry Walk NE,Issaquah,WA 98029,USA
3618,3618,14102 SE 42nd St,Bellevue,WA 98006,USA
3619,3619,25744 SE 37th St,Issaquah,WA 98029,USA
3620,3620,14213 SE 170th St,Renton,WA 98058,USA
3621,3621,12034 NE 67th St,Kirkland,WA 98033,USA
3622,3622,16123 SE 44th Way,Bellevue,WA 98006,USA
3623,3623,15568 11th Ave NE,Shoreline,WA 98155,USA
3624,3624,9233 25th Ave SW,Seattle,WA 98106,USA
3625,3625,5901-5909 17th Ave SW,Seattle,WA 98106,USA
3626,3626,4316 331st Ave NE,Carnation,WA 98014,USA
3627,3627,203 Farrelly St,Enumclaw,WA 98022,USA
3628,3628,9700 174th Ave SE,Renton,WA 98059,USA
3629,3629,2598 NE Natalie Way,Issaquah,WA 98029,USA
3630,3630,35839 14th Ave SW,Federal Way,WA 98023,USA
3631,3631,18603 E Spring Lake Dr SE,Renton,WA 98058,USA
3632,3632,11539 SE 221st Pl,Kent,WA 98031,USA
3633,3633,27645 236th Ct SE,Maple Valley,WA 98038,USA
3634,3634,7554 Jones Ave NW,Seattle,WA 98117,USA
3635,3635,1712 S Dawson St,Seattle,WA 98108,USA
3636,3636,13045 6th Pl SW,Seattle,WA 98146,USA
3637,3637,11042 31st Ave SW,Seattle,WA 98146,USA
3638,3638,2200 S Hanford St,Seattle,WA 98144,USA
3639,3639,13362 3rd Ave NE,Seattle,WA 98125,USA
3640,3640,16940 NE 16th Pl,Bellevue,WA 98008,USA
3641,3641,21625 4th Ave S,Normandy Park,WA 98198,USA
3642,3642,11247 11th Ave SW,Seattle,WA 98146,USA
3643,3643,2052 Boyer Ave E,Seattle,WA 98112,USA
3644,3644,105 NW 178th St,Shoreline,WA 98177,USA
